y true,y pred
24.88888888888889,13.88294
19.27777777777778,13.88294
38.61111111111111,29.748821
12.83333333333333,29.748821
4.388888888888889,12.821222
14.66666666666667,25.127438
10.0,17.688686
24.44444444444444,17.688686
26.11111111111111,28.993881
29.44444444444444,33.419888
39.44444444444444,28.993881
24.44444444444444,33.419888
12.22222222222222,21.036161
-2.777777777777778,21.036161
4.444444444444445,15.029539
39.44444444444444,48.694313
41.66666666666666,54.271233
27.77777777777778,34.821682
55.55555555555556,35.12442
80.55555555555556,86.62925
96.66666666666669,91.65161
13.05555555555556,18.994856
18.55555555555555,18.994856
29.38888888888889,34.920853
74.44444444444444,74.53338
7.333333333333334,4.2443557
8.944444444444445,9.71159
3.111111111111107,4.5725603
21.05555555555556,10.046858
13.33333333333333,13.957552
-8.777777777777779,4.5725603
16.27777777777778,10.046858
20.61111111111111,13.957552
9.666666666666668,9.282892
16.55555555555556,16.707891
27.22222222222222,23.543694
-5.333333333333332,0.48631853
-5.333333333333332,5.0806766
2.555555555555557,12.134132
-0.0555555555555535,0.48631853
18.77777777777778,5.0806766
18.38888888888889,12.134132
-0.4444444444444464,9.174664
14.5,16.870642
13.16666666666666,25.263454
15.0,11.056047
15.55555555555556,14.7725115
9.0,15.377869
12.0,16.974697
17.0,15.617083
18.0,17.596704
34.0,33.11293
40.0,35.67063
-13.88888888888889,8.433032
37.22222222222222,35.953075
83.88888888888889,73.5529
31.11111111111111,30.025782
58.33333333333334,42.072792
27.22222222222222,37.189888
78.33333333333333,53.06301
68.33333333333333,56.81602
71.05555555555556,64.49056
65.72222222222221,77.12581
82.05555555555556,81.224014
78.72222222222221,83.18267
76.66666666666666,64.49056
73.38888888888889,77.12581
100.1111111111111,81.224014
92.7222222222222,83.18267
88.77777777777777,87.98961
91.61111111111111,102.24568
103.5555555555556,107.0023
99.16666666666666,112.18555
13.33333333333333,16.74609
31.11111111111111,33.351982
39.88888888888889,40.232067
10.11111111111111,16.74609
25.83333333333333,33.351982
35.44444444444444,40.232067
54.44444444444444,51.51515
58.05555555555556,51.51515
3.222222222222221,7.4250307
14.77777777777778,12.968269
3.333333333333329,14.441406
13.0,19.555527
10.49444444444445,14.040182
15.94444444444444,6.97274
10.16666666666666,17.626797
27.5,18.99965
10.33333333333334,6.97274
30.33333333333334,17.626797
16.38888888888889,18.99965
2.888888888888889,8.928105
22.27777777777778,19.632349
28.11111111111111,25.523205
-2.666666666666671,7.320389
1.388888888888886,13.625084
8.277777777777775,18.982864
11.33333333333333,7.320389
17.83333333333333,13.625084
21.94444444444444,18.982864
4.833333333333336,10.029826
16.0,16.477747
30.11111111111111,24.082035
-11.11111111111111,4.270872
8.266666666666666,18.008204
15.87222222222222,23.990044
7.777777777777778,4.270872
25.03333333333333,18.008204
25.9,23.990044
0.0,8.6888275
9.933333333333334,13.393435
13.91111111111111,17.5292
11.66666666666667,13.915509
25.0,24.03599
22.79444444444444,33.71949
17.22222222222222,13.915509
28.33333333333333,24.03599
33.39444444444445,33.71949
-18.33333333333333,-0.7786814
17.77777777777778,11.480916
32.23333333333333,19.86065
36.55555555555556,40.521584
61.72222222222222,58.231487
60.83333333333333,58.231487
54.77777777777778,61.23394
70.55555555555554,61.23394
