,0
0,-10.722483697336504
1,-5.111372587336504
2,-8.740452247994089
3,17.037325532005916
4,6.787513434538839
5,12.324939047838887
6,4.870727249869088
7,-9.573717190130914
8,5.124009648127291
9,1.255325232895487
10,-8.209323681872707
11,6.255325232895487
12,3.8510380366176644
13,18.851038034617666
14,8.686028940081542
15,8.70562526642965
16,6.195193708367746
17,7.17442375305564
18,1.6744237530556418
19,6.05747498946096
20,-2.3177622084387934
21,-5.081334265748124
22,-1.1152907549068463
23,-0.8034279844272101
24,-10.12026351008189
25,1.82247179946026
26,11.644689852498816
27,-5.342485730081892
28,-5.455305980539739
29,0.23001954581139472
30,3.214021345262516
31,-1.6958940484922564
32,10.07657711513949
33,20.145417998081104
34,4.7987993381394904
35,-3.9656931149188974
36,0.45656064115374306
37,6.060690795748668
38,8.099772011335306
39,0.8639923324642087
40,2.5869791603524472
41,2.4708954249737154
42,-1.3383226154057457
43,-3.3215061185497916
44,-2.8868323167903007
45,-9.028716525241283
46,17.272358164696005
47,3.55841274559819
48,-2.455825194688636
49,-15.073889317028915
50,1.5106669871138045
51,-14.098528341403721
52,6.0272910565632145
53,-6.751904096086008
54,6.807855479972389
55,-12.363015206086004
56,-0.9831650502683829
57,-18.656022452887214
58,-10.901861947746667
59,-1.4549501014244584
60,4.749846885328779
61,4.068553510049197
62,-1.60293322766805
63,7.290775730049198
64,2.170305022525781
65,-6.759665470211324
66,-10.370776590211328
67,-4.116980512758984
68,-4.465591912332716
69,4.581269204320696
70,2.4744763613272642
71,2.869199035741145
72,-8.724965647069652
73,2.2863002200826124
74,-8.936157178458693
75,3.7694203037298664
76,7.93848242623268
77,12.60223408783997
78,8.916517277518093
79,-6.06151757076732
80,-3.842210353160029
81,-4.750149384481908
82,1.8242929462102957
83,0.37490157247603406
84,-8.106859590029597
85,7.398547435632944
86,11.32780983175496
87,-2.9303210660399728
88,-8.128736393818205
89,1.300032051754961
90,-0.0329647635148841
91,-0.8073378061775234
92,0.32211003704269103
93,10.500361088776657
94,-4.838338638272637
95,-2.3468315177977566
96,15.467022528548007
97,-17.099872869541755
98,2.3791796590375114
99,-2.362183808616429
100,3.7564558403320376
101,-12.021321939667963
102,2.567920123873492
103,-9.618727689016858
104,1.2779850767986645
105,-3.0975364247723505
106,-7.160648598454529
107,-4.382870818454528
108,3.121499395319276
109,-5.675635008526079
110,-2.312409599665166
111,-0.9286513433152805
112,2.0062508591261476
113,5.202122455310011
114,2.5735716551303653
115,0.8951397491261517
116,-3.87170019902333
117,5.144179366884181
118,7.268541492976361
119,1.5026572737033774
120,10.8360573591821
121,-10.548461106198175
122,19.325066061450613
123,4.720450388918145
124,2.600850479187443
125,-10.396992739903489
126,-9.560011726754695
127,-6.946216271081852
128,-7.588858237419471
129,3.972463040892489
130,0.6564810548435744
131,3.553885700072623
132,9.188503008315257
133,10.046064290315169
134,-8.560718854289036
135,-4.270367541789309
136,-5.081827592202714
137,0.6920451464199573
138,2.7765907923855977
139,7.182775955399528
140,-0.02603616646068474
141,4.4818805810571405
142,0.21782864837174998
143,1.9750242720375297
144,4.015586975972745
145,-2.5554772858411
146,5.707754724231577
147,-3.1288718044547608
148,-14.453685945590735
149,-2.177319385568069
150,0.18779452454511159
151,12.572260927370394
152,-4.863095040598097
153,2.247614995817557
154,6.584852326062347
155,-4.019481091098704
156,-5.359848070216566
157,10.270967420609596
158,9.08697350885441
159,-4.392839209031572
160,-1.301915382145589
161,-1.543979146507196
162,6.77712849649251
163,8.845231040977477
164,-3.265880070022522
165,-3.169758927426763
166,-2.7643830862981353
167,-6.7434107425045
168,6.881367202122403
169,2.4077995861104355
170,4.4219994009266905
171,1.4138272775369547
172,-6.305948014306065
173,2.650997350834132
174,-1.933128737007081
175,-4.0160864110749515
176,0.9604528034717674
177,-10.272988121951414
178,-4.84054132228659
179,-4.082551751297309
180,2.014031290731852
181,7.98414335049361
182,8.964916313956476
183,1.4043956485963065
184,-1.7936621310495378
185,7.854586192500857
186,-5.480777369917277
187,-1.1445755263123303
188,-0.04639201767585632
189,3.825269345852611
190,2.2927359379480485
191,-1.6020765890317534
192,4.18597687727555
193,1.9372594112328443
194,-12.46141549127195
195,9.69181922746256
196,-14.5389946256238
197,5.01743801565695
198,1.4416878731654936
199,-5.390328875273205
200,2.7995691827686358
201,-11.030857073389814
202,-0.1503615005683514
203,4.914982699140523
204,0.0792375194407029
205,11.932895822576914
206,-9.565447661336151
207,-6.002856233345355
208,-1.3076196690774822
209,0.29662294362961106
210,-6.622317358299
211,-0.18556315899025577
212,3.069498882903973
213,3.951713192490391
214,3.143595119069446
215,18.86878382783776
216,8.583480721070721
217,-4.346439106533939
218,10.999083704325793
219,-4.048022483497817
220,-7.956185982631077
221,-22.577624145187414
222,-5.1027578931454585
223,8.011671016119138
224,2.8350082831318986
225,-27.075178319388954
226,2.878746583016877
227,-6.875560974665106
228,-3.8911803317476625
229,6.929890186961757
230,-0.1401332379937692
231,3.217112991627772
232,-7.197545597751187
233,-17.599779126824316
234,13.537589156629833
235,1.9691624021331826
236,0.8837546058699317
237,10.84356926562765
238,8.646359179536574
239,5.7545160335495
240,-18.712178243700677
241,0.8416271856718041
242,0.5464416805155992
243,4.920304117369724
244,-2.491706154328199
245,0.32511347005017655
246,1.6575527905155951
247,13.148081897369721
248,-11.909807750654508
249,-0.39314452388721577
250,4.002606802217176
251,3.1709183411722037
252,-5.558838747781053
253,2.5976655190910733
254,10.196307399909287
255,-13.205782431785707
256,-6.772338783800961
257,-9.44194991922516
258,-5.616669428282739
259,0.5086851453944199
260,7.82599400864461
261,11.485390985913504
262,-4.958047219692066
263,-1.7128143166144199
264,2.8638867210578844
265,4.084889086111119
266,-7.311119365418641
267,12.829828182258794
268,-2.6390804945514734
269,1.06270495620771
270,4.342389755612903
271,12.067823456110723
272,1.0050225759245937
273,-5.961057625441875
274,-0.7258033089864346
275,0.215388228289636
276,4.485963358071054
277,-10.09579580041472
278,2.9671288620230785
279,-7.200337086607675
280,-2.4188440041560426
281,6.470044885843961
282,0.9177503469694841
283,-0.6294681041960288
284,-3.65094008498658
285,-9.819467619056887
286,-5.75057337288203
287,-2.851690324196028
288,-0.8731623149865797
289,-0.9305787290568901
290,0.4614624634915714
291,7.457621344138033
292,5.885548622199266
293,-0.11920254368611438
294,-2.860586430886869
295,7.379708178661801
296,-4.46665841131373
297,-5.503625151338198
298,-2.746680563495417
299,-3.7166584113137304
300,6.710941017822563
301,7.792181567673893
302,-5.0285371816516005
303,6.67402951404786
304,14.747708956433542
305,8.234880084621635
306,6.359671763336117
307,-9.122898892831351
308,1.0273416293455817
309,-2.5514222573496497
310,6.2154144818424655
311,-4.218088927349648
312,-2.1179188581575374
313,-1.8026026658310172
314,-6.953400266977056
315,-6.09507952611564
316,-6.066133715038518
317,3.339323208332573
318,6.609550737079516
319,2.2502144143144314
320,-8.118047904615793
321,-18.63768913263732
322,-0.2856677947866437
323,2.96733849441312
324,0.8954499977504966
325,19.139104413677657
326,8.062093237186582
327,-6.407425379936054
328,-5.236498050495598
329,2.259633959768351
330,2.617173792263003
331,-9.913048094504731
332,1.0687205433077054
333,10.336737469205412
334,8.661784773380365
335,-7.505568732155808
336,0.7284202007071485
337,3.30970848073963
338,8.358859427730422
339,-14.360364685449028
340,-9.349546437975892
341,1.9354748745632797
342,-9.129822959376583
343,2.298266760415622
344,8.038149698423961
345,7.097293270230232
346,8.05428577805538
347,-11.850941969961355
348,5.174230479141173
349,-4.486518560380844
350,-2.794466285395174
351,2.4121215998538332
352,7.6485532116273465
353,-8.76170616330997
354,18.602672914908858
355,15.274372087503771
356,-11.716609124897246
357,-0.6968625616942177
358,1.0165045169738889
359,-10.194128858562635
360,-13.191272803776812
361,-9.937296192061638
362,6.3321684761850605
363,7.510273183890199
364,7.075829082865511
365,-0.09987887287382335
366,-4.487716431872201
367,-2.311701983622484
368,-14.946182796065301
369,-11.513310384248754
370,7.375578495751242
371,2.7584995060203
372,0.1052862961582548
373,-10.859007212565984
374,1.786948065537004
375,7.091130054997987
376,5.925491656705205
377,2.912725059137129
378,1.6026459934400599
379,4.736910097395975
380,-0.4461408491762615
381,-5.46211428103102
