y true,average predicted values,error bar values
24.88888889,14.360741784547429,1.4166197098635605
19.27777778,14.396476798016408,1.4789772996052426
38.61111111,30.67637306218298,3.034731829901
12.833333329999999,29.806295818695702,2.073997666084175
4.388888889,9.531405511875501,1.4548759184107554
14.666666670000001,26.94073731628713,1.4612461839726745
10.0,13.788857587894364,2.936647284835514
24.44444444,15.492339476973683,2.087258720935113
26.111111110000003,32.226893036858755,1.954817263737309
29.44444444,32.50083409147546,3.096699535456631
39.44444444,32.57890711363872,1.760240897978767
24.44444444,31.92939287774599,2.286115034751364
12.22222222,19.63600992921743,4.172917021597935
-2.777777778,18.36084156267485,2.2686054761515466
4.444444444,14.284961564988274,2.3158111365574467
41.66666667,51.638100028556494,2.32072068702392
27.77777778,36.25786013198691,2.952841501848233
13.055555559999998,19.508006136793355,1.6906733524073831
18.55555556,19.523378908484666,1.5878026061093018
29.388888889999997,36.69940487417631,2.0333688397728347
74.44444444,71.16517280316012,2.538760735336195
7.333333333000001,6.448293471057819,1.7903884931343679
8.944444444,7.982184327292534,1.4967702198118886
3.111111111,4.523735080427076,1.953278971273953
21.05555556,11.973213457180703,1.248709219788495
13.333333329999999,16.828736991178133,1.959217209684977
-8.777777778,3.2486169220464256,1.5609402948250928
16.27777778,11.749861191254043,1.4977289994110694
20.61111111,17.80064992670392,1.7714756715226263
9.666666667,10.958023077324473,1.7830849974669933
16.55555556,20.349094378354984,1.422393128430968
27.22222222,26.774435839295883,1.379329965248544
-5.333333333,5.793450038768021,1.5618431724700308
-5.333333333,13.318305192531955,1.8308526645175633
-0.05555555599999999,5.690596355150391,1.5671576657120379
18.77777778,14.526256195098636,2.5802426436488584
18.38888889,16.73272065612705,1.9368647895733733
-0.444444444,6.702311291200788,1.5730819041778692
13.166666670000001,18.27933780890799,1.856628397621298
15.0,15.915118873296398,1.8966180945271647
9.0,12.883027920611562,1.6040143925010406
12.0,11.461695122086118,1.2215885750115771
17.0,13.695382818363868,1.0576749594798693
18.0,13.247853769712185,1.4123406693661544
34.0,32.26300560894777,2.2955344821275365
40.0,32.22142396974884,1.624821364805506
-13.88888889,-0.3275820807473105,1.948498731269014
83.88888889,84.02188430720855,2.493570736366194
31.111111110000003,31.456583215619258,3.4336751977684705
58.33333333,45.355520436573975,2.0779690508625652
27.22222222,31.04483692019695,4.190970986530388
78.33333333,65.67436591850267,1.8987258547801589
68.33333333,71.38680463974936,2.2043637902928057
71.05555556,62.78226577371654,2.8020261168987153
65.72222222,72.25768444278545,2.143766241475678
76.66666667,63.54943558118856,1.7677447005496263
73.38888889,72.68819730031353,2.3060881912884432
100.1111111,81.26915031549825,1.720858686458995
88.77777778,81.00020371287542,2.58032523515296
91.61111111,94.31793237834222,2.286521406050435
99.16666667,104.52568016910257,1.8822878551567916
13.333333329999999,17.954559148105687,1.5004360079980872
31.111111110000003,31.44072417991971,1.5827501224627774
10.11111111,17.68038496097455,1.1641022995234704
35.44444444,37.88218528337906,1.7521769842966217
54.44444444,49.24981258018897,1.422341717892802
58.05555556,49.10463351395079,1.9233237369808336
3.222222222,-1.351278229908728,2.2267919531180804
14.77777778,8.658019820131972,2.716389656289161
3.333333333,7.353735486157118,1.962219879550292
13.0,15.034438919070976,2.9122266045405802
10.49444444,13.087442645701781,2.051971416083056
15.944444440000002,7.773617155142494,1.259004800722714
10.16666667,14.551641928826067,1.3084985757112206
27.5,19.499851658288776,1.1339969095960323
16.38888889,20.536233093220847,1.8806696598945312
-2.666666667,4.529159067599496,1.444742554371583
1.388888889,12.029521545303313,1.1351826327449293
8.277777778,17.84996168310531,1.2092430380656998
11.33333333,5.190167450039264,1.4150155181277528
17.83333333,12.234143697829033,1.452973681469464
21.94444444,18.168427078021864,0.9507093768982801
4.833333333,7.431210276887055,1.2411441811632504
16.0,16.980170928448352,0.930515748272366
30.111111110000003,22.346148486631307,1.167315198972911
8.266666667,16.822139984822737,1.2969233851774398
15.872222220000001,24.773281423907086,1.632585859956195
7.777777777999999,2.571161781519773,2.5720365386083612
