temperature_C,wt_percent_Cu,wt_percent_Ni,wt_percent_Mn,wt_percent_P,wt_percent_Si,wt_percent_C,log(fluence_n_cm2),log(flux_n_cm2_sec),Product Form,Measured DT41J  [C],index,datatype,Short Plant ID,Matl / PF ID,alloy,PLOTTER-15 Set Name,Nation,fluence_n_cm2,flux_n_cm2_sec,delta_sigma_y_MPa,fluence_group,Measured Unirradiated Value  [C],Un-Irradiated YS  [MPa],YS(u) Known?,Unirradiated T Known?,Reactor Type,EONY Preds
283.8888888888889,0.05,0.56,1.32,0.01,0.24,0.24,19.41830129131975,11.14134343400073,P,31.11111111111111,75,Plotter,BV2,P1,BV2-P1,USA Surveillance,USA,2.62e+19,138466091662.4387,,low,2.000000000000001,492,YES,YES,PWR,48.12186406215397
283.8888888888889,0.05,0.56,1.32,0.01,0.24,0.24,19.56584781867352,11.07360498124054,P,35.44444444444444,79,Plotter,BV2,P1,BV2-P1,USA Surveillance,USA,3.68e+19,118469070558.6332,,low,4.111111111111111,498,YES,YES,PWR,57.03161968500304
283.8888888888889,0.05,0.56,1.32,0.01,0.24,0.24,19.74663419893758,11.10107957837157,P,58.05555555555556,81,Plotter,BV2,P1,BV2-P1,USA Surveillance,USA,5.58e+19,126205876797.0088,,low,4.111111111111111,498,YES,YES,PWR,70.22777285092697
292.2222222222222,0.05,0.73,0.69,0.01,0.27,0.21,18.61172330800734,11.04103469376585,F,15.94444444444444,87,Plotter,BY1,F1,BY1-F1,USA Surveillance,USA,4.09e+18,109909363740.3366,,low,-66.5,497,YES,YES,PWR,11.880678420909339
289.4444444444445,0.026,0.71,1.48,0.011,0.57,0.08,19.17318626841227,10.920796602584,W,22.27777777777778,94,Plotter,BY1,W1,BY1-W1,USA Surveillance,USA,1.49e+19,83329082990.8452,,low,-34.72222222222222,458,YES,YES,PWR,32.16367862987074
290.0,0.026,0.71,1.48,0.011,0.57,0.08,19.3541084391474,10.88822209806754,W,28.11111111111111,95,Plotter,BY1,W1,BY1-W1,USA Surveillance,USA,2.26e+19,77307583477.13911,,low,-34.72222222222222,458,YES,YES,PWR,38.98651277755228
294.4444444444445,0.09,0.845,0.725,0.008,0.292,0.204,18.46538285144842,11.06894915322261,F,-11.11111111111111,105,Plotter,CB1,F1,CB1-F1,USA Surveillance,USA,2.92e+18,117205813408.345,,low,,475,YES,NO,PWR,21.57324059727278
294.4444444444445,0.09,0.845,0.725,0.008,0.292,0.204,19.11727129565577,10.92123534596068,F,8.266666666666666,106,Plotter,CB1,F1,CB1-F1,USA Surveillance,USA,1.31e+19,83413308230.38475,,low,,475,YES,NO,PWR,32.099404035043044
294.4444444444445,0.09,0.845,0.725,0.008,0.292,0.204,18.46538285144842,11.06894915322261,F,7.777777777777778,108,Plotter,CB1,F1,CB1-F1,USA Surveillance,USA,2.92e+18,117205813408.345,,low,,459,YES,NO,PWR,21.57324059727278
294.4444444444445,0.049,0.725,1.85,0.012,0.239,0.059,19.11727129565577,10.92123534596068,W,9.933333333333334,112,Plotter,CB1,W1,CB1-W1,USA Surveillance,USA,1.31e+19,83413308230.38475,,low,,518,YES,NO,PWR,26.028559557980486
294.4444444444445,0.081,0.61,1.393,0.012,0.285,0.235,18.51851393987789,11.08520888169895,P,11.66666666666667,114,Plotter,CB2,P1,CB2-P1,USA Surveillance,USA,3.3e+18,121677108774.9106,,low,,479,YES,NO,PWR,17.33980134792977
294.4444444444445,0.081,0.61,1.393,0.012,0.285,0.235,19.06069784035361,10.90675279860686,P,25.0,115,Plotter,CB2,P1,CB2-P1,USA Surveillance,USA,1.15e+19,80677568100.28601,,low,,479,YES,NO,PWR,28.41450032080728
286.6666666666667,0.12,0.64,1.29,0.011,0.24,0.26,19.34242268082221,10.4182449074479,P,70.55555555555554,127,Plotter,CC1,P1,CC1-P1,USA Surveillance,USA,2.2e+19,26196598709.8318,,low,-5.222222222222221,474,YES,YES,PWR,58.05747249723068
287.2222222222222,0.174,0.665,1.465,0.01,0.186,0.219,18.69897000433602,10.72159690180681,SRM,56.11111111111111,128,Plotter,CC1,SRM1,CC1-SRM1,USA Surveillance,USA,5e+18,52674073062.73187,,low,,,NO,NO,PWR,41.373089431871534
287.2222222222222,0.133,0.66,1.21,0.005,0.205,0.208,19.29003461136252,10.74356380982559,P,57.22222222222222,134,Plotter,CC2,P1,CC2-P1,USA Surveillance,USA,1.95e+19,55406894595.28758,,low,,454,YES,NO,PWR,57.38941700257821
286.6666666666667,0.133,0.66,1.21,0.005,0.205,0.208,19.38738982633873,10.45513342564177,P,75.33333333333333,135,Plotter,CC2,P1,CC2-P1,USA Surveillance,USA,2.44e+19,28518943029.99837,,low,,438,YES,NO,PWR,62.968438758685814
287.7777777777778,0.174,0.665,1.465,0.01,0.186,0.219,18.91645394854993,10.7520663505966,SRM,66.11111111111111,136,Plotter,CC2,SRM1,CC2-SRM1,USA Surveillance,USA,8.25e+18,56502329128.7382,,low,,,NO,NO,PWR,47.31437500967268
280.0,0.27,0.74,1.33,0.023,0.18,0.26,18.42651126136457,10.82390093347325,W,38.88888888888889,152,Plotter,CK1,W1,CK1-W1,USA Surveillance,USA,2.67e+18,66665468186.33972,,low,,463,YES,NO,PWR,82.63998271165858
282.7777777777778,0.11,0.58,1.285,0.017,0.215,0.215,18.82216807936802,10.81550560073682,P,45.55555555555556,156,Plotter,CK2,P1,CK2-P1,USA Surveillance,USA,6.64e+18,65389136264.6574,,low,,,NO,NO,PWR,38.1920953167287
282.7777777777778,0.11,0.58,1.285,0.017,0.215,0.215,18.82216807936802,10.81550560073682,P,56.66666666666666,160,Plotter,CK2,P1,CK2-P1,USA Surveillance,USA,6.64e+18,65389136264.6574,,low,,462,YES,NO,PWR,38.1920953167287
291.6666666666667,0.06,0.55,1.32,0.005,0.22,0.23,19.3654879848909,10.86929499355822,P,9.055555555555557,169,Plotter,CL1,P1,CL1-P1,USA Surveillance,USA,2.32e+19,74010782094.90326,,low,-19.27777777777778,462,YES,YES,PWR,36.073657521287124
292.7777777777778,0.06,0.55,1.32,0.005,0.22,0.23,18.49554433754645,10.97554843154114,P,14.5,171,Plotter,CL1,P1,CL1-P1,USA Surveillance,USA,3.13e+18,94525379913.50777,,low,-27.83333333333333,465,YES,YES,PWR,12.80341541939624
291.6666666666667,0.03,0.06,1.28,0.005,0.47,0.11,19.48855071650044,10.89318167119094,W,27.61111111111111,178,Plotter,CL1,W1,CL1-W1,USA Surveillance,USA,3.08e+19,78195483835.06398,,low,-47.22222222222222,500,YES,YES,PWR,42.464027549876754
264.0,0.087,0.64,1.26,0.017,0.29,0.176,19.51054501020661,10.98156406993447,F,53.0,181,Plotter,F43,F1,F43-F1,France Surveillance,FRANCE,3.24e+19,95843810087.26521,,low,,,NO,NO,PWR,73.39252385274153
262.0,0.087,0.64,1.26,0.017,0.29,0.176,19.82865989653532,11.24038818969299,F,104.1380117854128,182,Plotter,F43,F1,F43-F1,France Surveillance,FRANCE,6.74e+19,173935483870.9677,,high,,,NO,NO,PWR,104.8944317120443
262.0,0.087,0.64,1.26,0.017,0.29,0.176,20.05307844348342,11.46480673664109,F,146.0,183,Plotter,F43,F1,F43-F1,France Surveillance,FRANCE,1.13e+20,291612903225.8065,,high,,,NO,NO,PWR,133.13273862114042
265.0,0.09,0.65,1.27,0.01,0.31,0.169,19.78774377164647,11.36335221723619,F,109.5124975710581,190,Plotter,F43,F2,F43-F2,France Surveillance,FRANCE,6.134e+19,230861874294.3169,,high,,,NO,NO,PWR,95.11914081699781
262.1157321289414,0.09,0.65,1.27,0.01,0.31,0.169,19.59769518592551,11.00942347908318,F,103.2451045457058,191,Plotter,F43,F2,F43-F2,France Surveillance,FRANCE,3.96e+19,102193548387.0968,,low,,,NO,NO,PWR,81.67670421209515
262.9186574027526,0.11,0.095,1.42,0.017,0.51,0.055,19.68124123737559,11.0072992387415,W,73.39188965113698,193,Plotter,F43,W1,F43-W1,France Surveillance,FRANCE,4.8e+19,101694915254.2373,,low,,,NO,NO,PWR,109.17155088621637
255.0,0.11,0.095,1.42,0.017,0.51,0.055,19.07918124604763,11.29172077152921,W,54.39312553782447,194,Plotter,F43,W1,F43-W1,France Surveillance,FRANCE,1.2e+19,195758564437.1941,,low,,,NO,NO,PWR,64.20006823925787
262.0,0.09,0.63,1.29,0.009,0.32,0.17,19.32428245529769,10.60495116831397,F,42.83562846699421,199,Plotter,F43,F2a,F43-F2a,Decommissioned Vessels,FRANCE,2.11e+19,40267175572.51908,,low,,,NO,NO,PWR,61.9954112524714
262.0,0.08,0.62,1.27,0.01,0.32,0.162,19.28780172993023,10.5684704429465,F,30.37190740940945,200,Plotter,F43,F2b,F43-F2b,Decommissioned Vessels,FRANCE,1.94e+19,37022900763.35878,,low,,,NO,NO,PWR,55.76646535141538
292.2222222222222,0.04,0.22,1.33,0.004,0.17,0.19,18.50242711998443,11.04457912072797,W,-7.444444444444443,209,Plotter,CP1,W1,CP1-W1,USA Surveillance,USA,3.18e+18,110810042316.8916,,low,-54.5,607,YES,YES,PWR,13.375105921830583
293.3333333333333,0.065,0.62,1.36,0.014,0.25,0.22,18.50105926221775,11.04321126296129,P,0.8888888888888893,210,Plotter,CP2,P1,CP2-P1,USA Surveillance,USA,3.17e+18,110461583064.3228,,low,-23.0,462,YES,YES,PWR,13.021879764712152
275.0,0.16,0.62,1.41,0.014,0.24,0.0,17.58206336291171,9.155336037465062,P,23.06,218,Plotter,CPR,P4,CPR-P4,USA Surveillance,USA,3.82e+17,1430000000.0,,low,,UN-SPEC,NO,NO,BWR,32.45428872225855
275.0,0.16,0.62,1.41,0.014,0.24,0.0,17.68033551341456,9.255272505103306,P,19.28,219,Plotter,CPR,P4,CPR-P4,USA Surveillance,USA,4.79e+17,1800000000.0,,low,,UN-SPEC,NO,NO,BWR,33.36706368846803
275.0,0.11,0.6,1.42,0.015,0.27,0.0,17.49276038902684,9.068185861746162,P,11.39,220,Plotter,CPR,P5,CPR-P5,USA Surveillance,USA,3.11e+17,1170000000.0,,low,,UN-SPEC,NO,NO,BWR,20.008954563450917
275.0,0.2,1.05,1.33,0.019,0.17,0.0,17.71349054309394,9.287801729930226,W,55.89,229,Plotter,CPR,W2,CPR-W2,USA Surveillance,USA,5.17e+17,1940000000.0,,low,,UN-SPEC,NO,NO,BWR,73.65508623804888
275.0,0.059,0.93,1.32,0.009,0.4,0.0,17.46686762035411,9.041392685158225,W,13.11,232,Plotter,CPR,W4,CPR-W4,USA Surveillance,USA,2.93e+17,1100000000.0,,low,,UN-SPEC,NO,NO,BWR,6.937439936440932
291.6666666666667,0.2,0.54,1.3,0.008,0.22,0.23,18.81690383937566,10.7095711988631,P,64.44444444444444,240,Plotter,CR3,P1,CR3-P1,USA Surveillance,USA,6.56e+18,51235525963.91519,,low,,478,YES,NO,PWR,48.52404868332725
280.5555555555555,0.1,0.2,1.42,0.01,0.26,0.2,18.41329976408125,10.64024507071699,P,22.77777777777778,256,Plotter,CTY,P1,CTY-P1,USA Surveillance,USA,2.59e+18,43676222596.96458,,low,,421.04,YES,NO,PWR,21.299766351785703
280.5555555555555,0.12,0.2,1.46,0.013,0.22,0.2,19.19033169817029,10.81193379722215,P,28.33333333333333,263,Plotter,CTY,P3,CTY-P3,USA Surveillance,USA,1.55e+19,64853556485.35567,,low,,,NO,NO,PWR,47.94968145577871
280.5555555555555,0.2,0.18,1.34,0.014,0.23,0.24,19.35793484700045,10.83679676329642,SRM,73.33333333333333,266,Plotter,CTY,SRM3,CTY-SRM3,USA Surveillance,USA,2.28e+19,68674698795.18071,,low,,,NO,NO,PWR,66.1726691277182
292.7777777777778,0.02,0.81,0.63,0.011,0.27,0.22,18.29225607135648,10.78484929265919,F,-6.111111111111111,274,Plotter,DB1,F2,DB1-F2,USA Surveillance,USA,1.96e+18,60932541458.99862,,low,,,NO,NO,PWR,8.097301731020178
292.7777777777778,0.17,0.64,1.478,0.011,0.225,0.217,19.10720996964787,11.08726527900846,SRM,62.22222222222222,284,Plotter,DB1,SRM2,DB1-SRM2,USA Surveillance,USA,1.28e+19,122254619696.4418,,low,,,NO,NO,PWR,48.44319774276075
292.2222222222222,0.28,0.63,1.68,0.015,0.49,0.09,18.2405492482826,10.72470930204845,W,60.02222222222221,294,Plotter,DB1,W4,DB1-W4,USA Surveillance,USA,1.74e+18,53052921203.60612,,low,,,NO,NO,PWR,68.03729869783999
283.3333333333333,0.081,0.481,1.445,0.01,0.225,0.235,19.02118929906994,10.75374459088695,P,25.0,301,Plotter,DC1,P1,DC1-P1,USA Surveillance,USA,1.05e+19,56721092986.29099,,low,,432,YES,NO,PWR,34.60024190617026
285.0,0.14,0.662,1.255,0.009,0.164,0.237,18.95712819767681,10.95863450812304,P,60.55555555555556,310,Plotter,DC2,P1,DC2-P1,USA Surveillance,USA,9.06e+18,90914783345.85667,,low,,428,YES,NO,PWR,49.01755605039892
285.0,0.219,0.871,1.403,0.015,0.158,0.127,19.1846914308176,10.83585156619246,W,117.2222222222222,319,Plotter,DC2,W1,DC2-W1,USA Surveillance,USA,1.53e+19,68525397931.0167,,low,,453,YES,NO,PWR,97.68260575702038
287.0,0.051,0.98,1.17,0.015,0.125,0.054,19.13987908640124,11.14612803567824,W,6.4,325,Plotter,DO3,W1,DO3-W1,Belgium Surveillance,BELGIUM,1.38e+19,140000000000.0,,low,,UN-SPEC,NO,NO,PWR,33.41001987182586
287.0,0.051,0.98,1.17,0.015,0.125,0.054,19.3541084391474,11.14612803567824,W,29.6,326,Plotter,DO3,W1,DO3-W1,Belgium Surveillance,BELGIUM,2.26e+19,140000000000.0,,low,,UN-SPEC,NO,NO,PWR,42.7554429699562
295.0,0.05,0.74,1.4,0.007,0.27,0.2,19.12385164096709,11.14612803567824,F,1.4,329,Plotter,DO4,F1,DO4-F1,Belgium Surveillance,BELGIUM,1.33e+19,140000000000.0,,low,,UN-SPEC,NO,NO,PWR,19.52856337868723
295.0,0.08,0.84,1.11,0.015,0.15,0.062,19.18752072083646,11.14612803567824,W,24.2,337,Plotter,DO4,W1,DO4-W1,Belgium Surveillance,BELGIUM,1.54e+19,140000000000.0,,low,,UN-SPEC,NO,NO,PWR,35.00550223062209
285.5555555555555,0.19,0.465,1.19,0.008,0.25,0.197,16.07918124604763,8.778151250383644,P,-20.55555555555556,339,Plotter,DR2,P1,DR2-P1,USA Surveillance,USA,1.2e+16,600000000.0,,low,,,NO,NO,BWR,24.684255597206484
276.1111111111111,0.212,0.345,1.78,0.009,0.213,0.209,15.96661098668193,8.482938122875623,W,-5.555555555555555,350,Plotter,DR3,W1,DR3-W1,USA Surveillance,USA,9260000000000000.0,304045179.9317048,,low,,448.159,YES,NO,BWR,27.486935588508562
283.3333333333333,0.1,0.56,1.4,0.015,0.28,0.2,19.85853719756964,11.05437922118765,P,89.83333333333333,360,Plotter,FA1,P1,FA1-P1,USA Surveillance,USA,7.22e+19,113338959466.7229,,high,,460,YES,NO,PWR,92.28043838518884
282.7777777777778,0.1,0.56,1.4,0.015,0.28,0.2,19.24303804868629,11.25286974791665,P,59.44444444444444,363,Plotter,FA1,P1,FA1-P1,USA Surveillance,USA,1.75e+19,179006890230.9291,,low,,444,YES,NO,PWR,50.97840660986794
282.7777777777778,0.1,0.56,1.4,0.015,0.28,0.2,19.48995847942484,11.2058220374787,P,71.66666666666667,364,Plotter,FA1,P1,FA1-P1,USA Surveillance,USA,3.09e+19,160628290540.7091,,low,,444,YES,NO,PWR,64.5072539509125
283.3333333333333,0.1,0.56,1.4,0.015,0.28,0.2,19.68124123737559,11.08901294527798,P,83.88888888888889,369,Plotter,FA1,P1,FA1-P1,USA Surveillance,USA,4.8e+19,122747581872.6371,,low,,460,YES,NO,PWR,77.06700774300488
283.3333333333333,0.14,0.19,1.06,0.016,0.27,0.13,19.85853719756964,11.05437922118765,W,65.27777777777777,370,Plotter,FA1,W1,FA1-W1,USA Surveillance,USA,7.22e+19,113338959466.7229,,high,,538,YES,NO,PWR,95.57744921004517
284.4444444444445,0.14,0.19,1.06,0.016,0.27,0.13,18.79098847508882,11.21300062210582,W,41.11111111111111,372,Plotter,FA1,W1,FA1-W1,USA Surveillance,USA,6.18e+18,163305428716.3876,,low,,538,YES,NO,PWR,35.3871939205718
283.3333333333333,0.14,0.19,1.06,0.016,0.27,0.13,19.68124123737559,11.08901294527798,W,53.33333333333334,375,Plotter,FA1,W1,FA1-W1,USA Surveillance,USA,4.8e+19,122747581872.6371,,low,,538,YES,NO,PWR,80.05251167201251
283.8888888888889,0.195,0.597,1.327,0.005,0.229,0.215,19.47421626407625,11.16719868421666,P,111.2166666666667,382,Plotter,FA2,P1,FA2-P1,USA Surveillance,USA,2.98e+19,146959844652.5948,,low,,483,YES,NO,PWR,81.56103807230275
283.3333333333333,0.03,0.9,0.937,0.004,0.324,0.139,19.2380461031288,11.14154431026791,W,-0.5555555555555556,389,Plotter,FA2,W1,FA2-W1,USA Surveillance,USA,1.73e+19,138530151848.2644,,low,,483,YES,NO,PWR,39.700413663153284
283.8888888888889,0.03,0.9,0.937,0.004,0.324,0.139,19.69284691927723,11.05227708206607,W,8.627777777777776,391,Plotter,FA2,W1,FA2-W1,USA Surveillance,USA,4.93e+19,112791684328.9751,,low,,483,YES,NO,PWR,66.11697230080729
280.0,0.101,0.483,1.461,0.011,0.214,0.22,18.92788341033071,10.65675509667242,P,40.0,395,Plotter,FC1,P1,FC1-P1,USA Surveillance,USA,8.47e+18,45368570625.41993,,low,,460,YES,NO,PWR,38.91476514951247
282.2222222222222,0.174,0.665,1.465,0.01,0.186,0.219,19.18752072083646,10.55645442437005,SRM,86.8111111111111,400,Plotter,FC1,SRM1,FC1-SRM1,USA Surveillance,USA,1.54e+19,36012595615.77984,,low,,,NO,NO,PWR,63.66594793563596
280.0,0.301,0.6,1.563,0.013,0.202,0.14,18.92788341033071,10.65675509667242,W,125.0,402,Plotter,FC1,W1,FC1-W1,USA Surveillance,USA,8.47e+18,45368570625.41993,,low,,511,YES,NO,PWR,88.90804804908865
282.7777777777778,0.24,0.52,1.3,0.009,0.5,0.07,19.76342799356294,10.78032154728078,W,121.0,423,Plotter,GIN,W1,GIN-W1,USA Surveillance,USA,5.8e+19,60300588034.69987,,low,,507.109,YES,NO,PWR,117.35439474374684
284.0,0.25,0.2,1.33,0.009,0.0,0.08,19.98677173426625,12.22353547161836,W,134.5705415075701,432,Plotter,GUN,W1,GUN-W1,Kussmaul 90,GERMANY,9.7e+19,1673152287906.386,,high,,,NO,NO,BWR,118.25067164770722
277.7777777777778,0.08,0.59,1.39,0.01,0.23,0.0,17.36172783601759,9.044309740408856,P,2.777777777777778,434,Plotter,HA2,P1,HA2-P1,USA Surveillance,USA,2.3e+17,1107413313.611747,,low,-28.66666666666667,,NO,YES,BWR,9.637626679446843
283.8888888888889,0.149,0.441,1.3,0.014,0.22,0.22,18.40312052117582,10.75818587856221,P,51.66666666666666,453,Plotter,IP2,P2,IP2-P2,USA Surveillance,USA,2.53e+18,57304124084.94601,,low,,445,YES,NO,PWR,32.16954242262423
283.8888888888889,0.24,0.52,1.3,0.012,0.28,0.22,18.41995574848976,10.77502110587615,P,79.44444444444444,466,Plotter,IP3,P3,IP3-P3,USA Surveillance,USA,2.63e+18,59569109226.64349,,low,,420.25025,YES,NO,PWR,50.02753844065394
283.8888888888889,0.17,0.64,1.478,0.011,0.225,0.217,18.84010609445676,10.83614950920148,SRM,80.55555555555556,471,Plotter,IP3,SRM2,IP3-SRM2,USA Surveillance,USA,6.92e+18,68572425164.89091,,low,,,NO,NO,PWR,46.57713258639234
283.8888888888889,0.155,1.08,1.18,0.019,0.17,0.08,18.41995574848976,10.77502110587615,W,86.11111111111111,472,Plotter,IP3,W1,IP3-W1,USA Surveillance,USA,2.63e+18,59569109226.64349,,low,,465,YES,NO,PWR,64.2332887060359
276.0,0.03,0.68,1.35,0.005,0.0,0.0,17.27875360095283,9.146128035678238,F,2.0,497,Plotter,JBF,F6,JBF-F6,Japan Surveillance,JAPAN,1.9e+17,1400000000.0,,low,,UN-SPEC,NO,NO,BWR,4.155541847715837
276.0,0.16,0.56,1.35,0.012,0.0,0.0,18.0,9.146128035678238,P,44.0,507,Plotter,JBP,P10,JBP-P10,Japan Surveillance,JAPAN,1e+18,1400000000.0,,low,,UN-SPEC,NO,NO,BWR,34.985462661729024
276.0,0.23,0.55,1.35,0.02,0.0,0.0,17.83250891270623,10.11394335230684,P,-2.0,510,Plotter,JBP,P11,JBP-P11,Japan Surveillance,JAPAN,6.8e+17,13000000000.0,,low,,UN-SPEC,NO,NO,BWR,44.56162950844445
276.0,0.08,0.55,1.35,0.012,0.0,0.0,17.63346845557959,9.146128035678238,P,11.0,520,Plotter,JBP,P2,JBP-P2,Japan Surveillance,JAPAN,4.3e+17,1400000000.0,,low,,UN-SPEC,NO,NO,BWR,11.944718551389153
276.0,0.08,0.57,1.35,0.011,0.0,0.0,18.0,10.11394335230684,P,0.0,523,Plotter,JBP,P3,JBP-P3,Japan Surveillance,JAPAN,1e+18,13000000000.0,,low,,UN-SPEC,NO,NO,BWR,15.529251682791609
276.0,0.02,0.7,1.44,0.006,0.0,0.0,18.07918124604763,10.11394335230684,W,12.0,546,Plotter,JBW,W10,JBW-W10,Japan Surveillance,JAPAN,1.2e+18,13000000000.0,,low,,UN-SPEC,NO,NO,BWR,12.804206604097873
276.0,0.03,0.97,1.44,0.009,0.0,0.0,18.04139268515823,10.11394335230684,W,-6.0,550,Plotter,JBW,W12,JBW-W12,Japan Surveillance,JAPAN,1.1e+18,13000000000.0,,low,,UN-SPEC,NO,NO,BWR,12.376942833122893
276.0,0.07,0.63,1.44,0.012,0.0,0.0,17.41497334797082,9.146128035678238,W,0.0,559,Plotter,JBW,W15,JBW-W15,Japan Surveillance,JAPAN,2.6e+17,1400000000.0,,low,,UN-SPEC,NO,NO,BWR,6.429840464168329
276.0,0.07,0.63,1.44,0.012,0.0,0.0,17.72427586960079,10.11394335230684,W,2.0,560,Plotter,JBW,W15,JBW-W15,Japan Surveillance,JAPAN,5.3e+17,13000000000.0,,low,,UN-SPEC,NO,NO,BWR,8.673024919760254
276.0,0.07,0.72,1.44,0.011,0.0,0.0,17.79934054945358,9.146128035678238,W,4.0,562,Plotter,JBW,W16,JBW-W16,Japan Surveillance,JAPAN,6.3e+17,1400000000.0,,low,,UN-SPEC,NO,NO,BWR,9.977374065369997
276.0,0.07,0.72,1.44,0.011,0.0,0.0,18.30102999566398,11.07918124604763,W,2.0,563,Plotter,JBW,W16,JBW-W16,Japan Surveillance,JAPAN,2e+18,120000000000.0,,low,,UN-SPEC,NO,NO,BWR,16.28178309734703
276.0,0.07,0.74,1.44,0.011,0.0,0.0,18.0,10.11394335230684,W,5.0,566,Plotter,JBW,W17,JBW-W17,Japan Surveillance,JAPAN,1e+18,13000000000.0,,low,,UN-SPEC,NO,NO,BWR,11.875861281000022
276.0,0.08,0.69,1.44,0.01,0.0,0.0,18.11394335230684,10.11394335230684,W,17.0,569,Plotter,JBW,W18,JBW-W18,Japan Surveillance,JAPAN,1.3e+18,13000000000.0,,low,,UN-SPEC,NO,NO,BWR,18.985802217957687
276.0,0.09,0.66,1.44,0.013,0.0,0.0,17.32221929473392,9.146128035678238,W,5.0,574,Plotter,JBW,W20,JBW-W20,Japan Surveillance,JAPAN,2.1e+17,1400000000.0,,low,,UN-SPEC,NO,NO,BWR,15.497081459533383
276.0,0.13,0.84,1.44,0.015,0.0,0.0,18.17609125905568,10.11394335230684,W,27.0,593,Plotter,JBW,W24,JBW-W24,Japan Surveillance,JAPAN,1.5e+18,13000000000.0,,low,,UN-SPEC,NO,NO,BWR,43.59743648346237
