temperature_C,wt_percent_Cu,wt_percent_Ni,wt_percent_Mn,wt_percent_P,wt_percent_Si,wt_percent_C,log(fluence_n_cm2),log(flux_n_cm2_sec),Product Form,Measured DT41J  [C],index,datatype,Short Plant ID,Matl / PF ID,alloy,PLOTTER-15 Set Name,Nation,fluence_n_cm2,flux_n_cm2_sec,delta_sigma_y_MPa,fluence_group,Measured Unirradiated Value  [C],Un-Irradiated YS  [MPa],YS(u) Known?,Unirradiated T Known?,Reactor Type,E900 Preds
293.3333333333333,0.07,0.65,1.18,0.005,0.23,0.18,18.6085260335772,11.03417246524929,F,-2.666666666666671,96,Plotter,BY2,F1,BY2-F1,USA Surveillance,USA,4.06e+18,108186349121.0792,,low,-36.16666666666666,441,YES,YES,PWR,16.064455461950143
289.4444444444445,0.07,0.65,1.18,0.005,0.23,0.18,19.08278537031645,10.91466188281497,F,1.388888888888886,97,Plotter,BY2,F1,BY2-F1,USA Surveillance,USA,1.21e+19,82160274733.09454,,low,-36.16666666666666,441,YES,YES,PWR,26.564801238899904
289.4444444444445,0.07,0.65,1.18,0.005,0.23,0.18,19.08278537031645,10.91466188281497,F,17.83333333333333,100,Plotter,BY2,F1,BY2-F1,USA Surveillance,USA,1.21e+19,82160274733.09454,,low,-43.88888888888889,445,YES,YES,PWR,26.564801238899904
294.4444444444445,0.09,0.845,0.725,0.008,0.292,0.204,19.36361197989214,10.89678965896313,F,15.87222222222222,107,Plotter,CB1,F1,CB1-F1,USA Surveillance,USA,2.31e+19,78847814297.62776,,low,,475,YES,NO,PWR,40.2492345396992
294.4444444444445,0.09,0.845,0.725,0.008,0.292,0.204,19.11727129565577,10.92123534596068,F,25.03333333333333,109,Plotter,CB1,F1,CB1-F1,USA Surveillance,USA,1.31e+19,83413308230.38475,,low,,459,YES,NO,PWR,33.07367563565114
294.4444444444445,0.081,0.61,1.393,0.012,0.285,0.235,19.06069784035361,10.90675279860686,P,28.33333333333333,118,Plotter,CB2,P1,CB2-P1,USA Surveillance,USA,1.15e+19,80677568100.28601,,low,,462,YES,NO,PWR,28.976310615313707
287.2222222222222,0.12,0.64,1.29,0.011,0.24,0.26,19.28103336724773,10.73495189292818,P,60.83333333333333,125,Plotter,CC1,P1,CC1-P1,USA Surveillance,USA,1.91e+19,54319015864.56535,,low,-5.222222222222221,474,YES,YES,PWR,53.234229227497295
286.6666666666667,0.12,0.64,1.29,0.011,0.24,0.26,19.34242268082221,10.4182449074479,P,70.55555555555554,127,Plotter,CC1,P1,CC1-P1,USA Surveillance,USA,2.2e+19,26196598709.8318,,low,-5.222222222222221,474,YES,YES,PWR,56.27202077426065
286.6666666666667,0.18,0.16,1.05,0.014,0.2,0.15,19.34242268082221,10.4182449074479,W,43.33333333333333,131,Plotter,CC1,W1,CC1-W1,USA Surveillance,USA,2.2e+19,26196598709.8318,,low,-51.83333333333333,515,YES,YES,PWR,55.79566463220742
287.7777777777778,0.133,0.66,1.21,0.005,0.205,0.208,18.91645394854993,10.7520663505966,P,45.0,132,Plotter,CC2,P1,CC2-P1,USA Surveillance,USA,8.25e+18,56502329128.7382,,low,,438,YES,NO,PWR,41.43774174934104
282.7777777777778,0.11,0.58,1.285,0.017,0.215,0.215,18.82216807936802,10.81550560073682,P,45.55555555555556,156,Plotter,CK2,P1,CK2-P1,USA Surveillance,USA,6.64e+18,65389136264.6574,,low,,,NO,NO,PWR,37.03427975256549
283.3333333333333,0.053,0.965,1.375,0.02,0.4,0.095,19.19865708695442,10.76233258800171,W,28.88888888888889,166,Plotter,CK2,W1,CK2-W1,USA Surveillance,USA,1.58e+19,57853892995.78297,,low,,526,YES,NO,PWR,37.47931801797578
291.6666666666667,0.03,0.06,1.28,0.005,0.47,0.11,19.3654879848909,10.86929499355822,W,25.66666666666666,177,Plotter,CL1,W1,CL1-W1,USA Surveillance,USA,2.32e+19,74010782094.90326,,low,-47.22222222222222,500,YES,YES,PWR,23.373540062882867
264.0,0.087,0.64,1.26,0.017,0.29,0.176,19.51054501020661,10.98156406993447,F,53.0,181,Plotter,F43,F1,F43-F1,France Surveillance,FRANCE,3.24e+19,95843810087.26521,,low,,,NO,NO,PWR,79.79305881428434
262.9186574027526,0.09,0.65,1.27,0.01,0.31,0.169,20.03502928220237,11.36108728356828,F,149.6900432462222,184,Plotter,F43,F2,F43-F2,France Surveillance,FRANCE,1.084e+20,229661016949.1526,,high,,,NO,NO,PWR,137.73587261670014
265.0,0.09,0.65,1.27,0.01,0.31,0.169,19.78774377164647,11.36335221723619,F,109.5124975710581,190,Plotter,F43,F2,F43-F2,France Surveillance,FRANCE,6.134e+19,230861874294.3169,,high,,,NO,NO,PWR,101.86041452438738
265.0,0.11,0.095,1.42,0.017,0.51,0.055,19.78746047451842,11.36306892010814,W,91.33950699214299,197,Plotter,F43,W1,F43-W1,France Surveillance,FRANCE,6.13e+19,230711328566.0519,,high,,,NO,NO,PWR,103.43671130873841
262.0,0.07,0.61,1.22,0.015,0.27,0.159,19.2405492482826,10.52121796129887,F,45.11537012841359,198,Plotter,F43,F1a,F43-F1a,Decommissioned Vessels,FRANCE,1.74e+19,33206106870.22901,,low,,,NO,NO,PWR,54.04141485130338
262.0,0.09,0.63,1.29,0.009,0.32,0.17,19.32428245529769,10.60495116831397,F,42.83562846699421,199,Plotter,F43,F2a,F43-F2a,Decommissioned Vessels,FRANCE,2.11e+19,40267175572.51908,,low,,,NO,NO,PWR,66.87382452046432
262.0,0.08,0.62,1.27,0.01,0.32,0.162,19.32014628611105,10.60081499912733,F,48.6006857303374,201,Plotter,F43,F2c,F43-F2c,Decommissioned Vessels,FRANCE,2.09e+19,39885496183.2061,,low,,,NO,NO,PWR,62.18469317384546
292.7777777777778,0.04,0.22,1.33,0.004,0.17,0.19,19.17318626841227,10.87919507179448,W,9.611111111111114,208,Plotter,CP1,W1,CP1-W1,USA Surveillance,USA,1.49e+19,75717291756.10455,,low,-54.5,607,YES,YES,PWR,19.20418686942545
275.0,0.21,0.758,1.278,0.009,0.2,0.23,17.38021124171161,9.049187449414822,P,35.55555555555556,213,Plotter,CPR,P1,CPR-P1,USA Surveillance,USA,2.4e+17,1119921157.550508,,low,-41.66666666666666,,NO,YES,BWR,22.050942776809705
275.0,0.21,0.758,1.278,0.009,0.2,0.23,17.44715803134222,8.898836926285247,P,34.44444444444444,214,Plotter,CPR,P1,CPR-P1,USA Surveillance,USA,2.8e+17,792203809.1422583,,low,-41.66666666666666,,NO,YES,BWR,24.397734430882295
275.0,0.17,0.64,1.478,0.011,0.225,0.0,17.4456042032736,9.01703333929878,P,13.94,215,Plotter,CPR,P2,CPR-P2,USA Surveillance,USA,2.79e+17,1040000000.0,,low,,UN-SPEC,NO,NO,BWR,18.146294427633165
275.0,0.03,0.65,1.375,0.012,0.28,0.0,17.57978359661681,9.155336037465062,P,11.78,216,Plotter,CPR,P3,CPR-P3,USA Surveillance,USA,3.8e+17,1430000000.0,,low,,UN-SPEC,NO,NO,BWR,2.793242254768883
275.0,0.11,0.24,1.485,0.015,0.13,0.0,17.70243053644553,9.276461804173245,W,6.22,234,Plotter,CPR,W6,CPR-W6,USA Surveillance,USA,5.04e+17,1890000000.0,,low,,UN-SPEC,NO,NO,BWR,11.572182844825331
275.0,0.26,0.56,1.54,0.014,0.53,0.0,17.50785587169583,9.08278537031645,W,47.5,236,Plotter,CPR,W8,CPR-W8,USA Surveillance,USA,3.22e+17,1210000000.0,,low,,UN-SPEC,NO,NO,BWR,27.84175892120834
292.2222222222222,0.2,0.54,1.3,0.008,0.22,0.23,18.8750612633917,10.70047631478225,P,56.66666666666666,241,Plotter,CR3,P1,CR3-P1,USA Surveillance,USA,7.5e+18,50173721493.29839,,low,,478,YES,NO,PWR,53.69954241834421
291.1111111111111,0.36,0.7,1.55,0.014,0.55,0.09,18.78461729263288,10.85999070988563,W,113.8888888888889,248,Plotter,CR3,W2,CR3-W2,USA Surveillance,USA,6.09e+18,72442046362.90967,,low,,,NO,NO,PWR,83.03185304224016
291.1111111111111,0.22,0.59,1.45,0.016,0.51,0.08,19.20139712432045,10.78824736026564,W,94.21666666666667,250,Plotter,CR3,WBW1,CR3-WBW1,USA Surveillance,USA,1.59e+19,61411168397.30292,,low,,,NO,NO,PWR,79.76070442206199
291.1111111111111,0.22,0.6,1.55,0.021,0.58,0.08,18.78461729263288,10.85999070988563,W,93.33333333333333,252,Plotter,CR3,WBW3,CR3-WBW3,USA Surveillance,USA,6.09e+18,72442046362.90967,,low,,,NO,NO,PWR,63.08564870156093
280.5555555555555,0.1,0.2,1.42,0.01,0.26,0.2,18.41329976408125,10.64024507071699,P,22.77777777777778,256,Plotter,CTY,P1,CTY-P1,USA Surveillance,USA,2.59e+18,43676222596.96458,,low,,421.04,YES,NO,PWR,18.469129236501942
291.1111111111111,0.17,0.64,1.478,0.011,0.225,0.217,18.23299611039215,10.71641314518823,SRM,30.58888888888889,283,Plotter,DB1,SRM2,DB1-SRM2,USA Surveillance,USA,1.71e+18,52049090510.62897,,low,,,NO,NO,PWR,33.31016182671083
292.7777777777778,0.22,0.63,1.705,0.014,0.422,0.089,18.29225607135648,10.78484929265919,W,59.44444444444444,286,Plotter,DB1,W1,DB1-W1,USA Surveillance,USA,1.96e+18,60932541458.99862,,low,,,NO,NO,PWR,43.26370105813235
291.1111111111111,0.32,0.59,1.47,0.016,0.54,0.08,18.82151352840477,10.960720499864,W,105.5555555555556,292,Plotter,DB1,W3,DB1-W3,USA Surveillance,USA,6.63e+18,91352513227.51323,,low,,,NO,NO,PWR,78.72326212788079
282.7777777777778,0.081,0.481,1.445,0.01,0.225,0.235,19.13353890837022,10.47878928346301,P,17.54444444444444,302,Plotter,DC1,P1,DC1-P1,USA Surveillance,USA,1.36e+19,30115444900.78201,,low,,432,YES,NO,PWR,34.56230744734042
284.4444444444445,0.17,0.64,1.478,0.011,0.225,0.217,18.45178643552429,10.85606981558087,SRM,36.11111111111111,303,Plotter,DC1,SRM2,DC1-SRM2,USA Surveillance,USA,2.83e+18,71790969051.24303,,low,,,NO,NO,PWR,42.59077871293046
282.7777777777778,0.17,0.64,1.478,0.011,0.225,0.217,19.13353890837022,10.47878928346301,SRM,62.2,305,Plotter,DC1,SRM2,DC1-SRM2,USA Surveillance,USA,1.36e+19,30115444900.78201,,low,,,NO,NO,PWR,69.66394301509487
285.0,0.14,0.662,1.255,0.009,0.164,0.237,18.51851393987789,11.0111071611806,P,37.22222222222222,309,Plotter,DC2,P1,DC2-P1,USA Surveillance,USA,3.3e+18,102590503476.8854,,low,,428,YES,NO,PWR,35.96897009334646
285.0,0.14,0.662,1.255,0.009,0.164,0.237,18.95712819767681,10.95863450812304,P,60.55555555555556,310,Plotter,DC2,P1,DC2-P1,USA Surveillance,USA,9.06e+18,90914783345.85667,,low,,428,YES,NO,PWR,49.17737050411
285.0,0.14,0.662,1.255,0.009,0.164,0.237,19.37657695705651,10.81745032143286,P,69.95555555555556,312,Plotter,DC2,P1,DC2-P1,USA Surveillance,USA,2.38e+19,65682597842.78477,,low,,428,YES,NO,PWR,66.39152744161088
285.0,0.219,0.871,1.403,0.015,0.158,0.127,18.95712819767681,10.95863450812304,W,112.7777777777778,318,Plotter,DC2,W1,DC2-W1,USA Surveillance,USA,9.06e+18,90914783345.85667,,low,,453,YES,NO,PWR,88.67826350913224
285.0,0.219,0.871,1.403,0.015,0.158,0.127,19.37657695705651,10.81745032143286,W,124.7333333333333,320,Plotter,DC2,W1,DC2-W1,USA Surveillance,USA,2.38e+19,65682597842.78477,,low,,453,YES,NO,PWR,115.72350196388476
287.0,0.05,0.76,1.34,0.011,0.22,0.23,19.81157500587059,11.14612803567824,F,59.0,323,Plotter,DO3,F1,DO3-F1,Belgium Surveillance,BELGIUM,6.48e+19,140000000000.0,,high,,UN-SPEC,NO,NO,PWR,56.775548642356604
295.0,0.04,0.77,1.46,0.007,0.22,0.22,19.12385164096709,11.14612803567824,F,20.1,332,Plotter,DO4,F2,DO4-F2,Belgium Surveillance,BELGIUM,1.33e+19,140000000000.0,,low,,UN-SPEC,NO,NO,PWR,19.156814502708023
295.0,0.08,0.84,1.11,0.015,0.15,0.062,19.85733249643127,11.14612803567824,W,50.2,336,Plotter,DO4,W1,DO4-W1,Belgium Surveillance,BELGIUM,7.2e+19,140000000000.0,,high,,UN-SPEC,NO,NO,PWR,67.3171192218712
295.0,0.08,0.84,1.11,0.015,0.15,0.062,19.70757017609793,11.14612803567824,W,48.2,338,Plotter,DO4,W1,DO4-W1,Belgium Surveillance,BELGIUM,5.1e+19,140000000000.0,,low,,UN-SPEC,NO,NO,PWR,58.08636820064801
285.5555555555555,0.19,0.465,1.19,0.008,0.25,0.197,18.97772360528885,11.66275783168157,P,27.77777777777778,340,Plotter,DR2,P1,DR2-P1,USA Surveillance,USA,9.5e+18,460000000000.0001,,low,,,NO,NO,BWR,55.76585762353881
285.5555555555555,0.19,0.465,1.19,0.008,0.25,0.197,19.63245729218472,11.54488029635208,P,47.22222222222222,342,Plotter,DR2,P1,DR2-P1,USA Surveillance,USA,4.29e+19,350655210295.0408,,low,,,NO,NO,BWR,87.42039166345185
276.1111111111111,0.19,0.465,1.19,0.008,0.25,0.197,16.71683772329952,8.423159673786987,P,-12.22222222222222,343,Plotter,DR2,P1,DR2-P1,USA Surveillance,USA,5.21e+16,264947407.1768709,,low,,,NO,NO,BWR,0.7855075971656381
285.5555555555555,0.133,0.537,1.645,0.008,0.253,0.247,18.85186960072977,11.36819673692345,P,28.88888888888889,345,Plotter,DR3,P1,DR3-P1,USA Surveillance,USA,7.11e+18,233451536643.026,,low,-20.77777777777778,422.649,YES,YES,BWR,40.43903118598804
285.5555555555555,0.133,0.537,1.645,0.008,0.253,0.247,19.26951294421792,11.34096142938667,P,56.66666666666666,348,Plotter,DR3,P1,DR3-P1,USA Surveillance,USA,1.86e+19,219261019634.4707,,low,-20.77777777777778,422.649,YES,YES,BWR,55.70081723907224
285.5555555555555,0.35,0.73,1.75,0.013,0.54,0.09,18.85186960072977,11.36819673692345,W,110.0,355,Plotter,DR3,W2,DR3-W2,USA Surveillance,USA,7.11e+18,233451536643.026,,low,,,NO,NO,BWR,94.78744984580317
285.5555555555555,0.35,0.73,1.75,0.013,0.54,0.09,19.03342375548695,11.10487224065571,W,143.8888888888889,357,Plotter,DR3,W2,DR3-W2,USA Surveillance,USA,1.08e+19,127312850110.3378,,low,,,NO,NO,BWR,106.0449760920808
283.3333333333333,0.1,0.56,1.4,0.015,0.28,0.2,19.9304395947667,11.04602671423302,P,99.05555555555556,361,Plotter,FA1,P1,FA1-P1,USA Surveillance,USA,8.52e+19,111180011399.866,,high,,460,YES,NO,PWR,88.29245281612938
283.3333333333333,0.14,0.19,1.06,0.016,0.27,0.13,19.68124123737559,11.08901294527798,W,53.33333333333334,375,Plotter,FA1,W1,FA1-W1,USA Surveillance,USA,4.8e+19,122747581872.6371,,low,,538,YES,NO,PWR,70.42720998597686
284.4444444444445,0.195,0.597,1.327,0.005,0.229,0.215,18.78175537465247,11.23762578893044,P,56.66666666666666,376,Plotter,FA2,P1,FA2-P1,USA Surveillance,USA,6.05e+18,172832650001.5998,,low,,498,YES,NO,PWR,54.590136103555565
283.8888888888889,0.195,0.597,1.327,0.005,0.229,0.215,19.69284691927723,11.05227708206607,P,109.7611111111111,379,Plotter,FA2,P1,FA2-P1,USA Surveillance,USA,4.93e+19,112791684328.9751,,low,,498,YES,NO,PWR,101.12409167192334
284.4444444444445,0.195,0.597,1.327,0.005,0.229,0.215,18.78175537465247,11.23762578893044,P,69.55000000000001,380,Plotter,FA2,P1,FA2-P1,USA Surveillance,USA,6.05e+18,172832650001.5998,,low,,483,YES,NO,PWR,54.590136103555565
283.8888888888889,0.195,0.597,1.327,0.005,0.229,0.215,19.69284691927723,11.05227708206607,P,109.0111111111111,383,Plotter,FA2,P1,FA2-P1,USA Surveillance,USA,4.93e+19,112791684328.9751,,low,,483,YES,NO,PWR,101.12409167192334
283.8888888888889,0.195,0.597,1.327,0.005,0.229,0.215,19.83250891270623,11.05472018890542,P,119.0,386,Plotter,FA2,P1,FA2-P1,USA Surveillance,USA,6.8e+19,113427977637.8744,,high,,498,YES,NO,PWR,111.86466387869064
283.3333333333333,0.03,0.9,0.937,0.004,0.324,0.139,19.2380461031288,11.14154431026791,W,-0.5555555555555556,389,Plotter,FA2,W1,FA2-W1,USA Surveillance,USA,1.73e+19,138530151848.2644,,low,,483,YES,NO,PWR,21.4684265789778
283.8888888888889,0.03,0.9,0.937,0.004,0.324,0.139,19.47421626407625,11.16719868421666,W,-10.55555555555556,390,Plotter,FA2,W1,FA2-W1,USA Surveillance,USA,2.98e+19,146959844652.5948,,low,,483,YES,NO,PWR,29.172919801480354
283.8888888888889,0.03,0.9,0.937,0.004,0.324,0.139,19.69284691927723,11.05227708206607,W,8.627777777777776,391,Plotter,FA2,W1,FA2-W1,USA Surveillance,USA,4.93e+19,112791684328.9751,,low,,483,YES,NO,PWR,39.15471433856554
282.2222222222222,0.101,0.483,1.461,0.011,0.214,0.22,19.18752072083646,10.55645442437005,P,34.44444444444444,396,Plotter,FC1,P1,FC1-P1,USA Surveillance,USA,1.54e+19,36012595615.77984,,low,,460,YES,NO,PWR,43.449198348914464
282.2222222222222,0.101,0.483,1.461,0.011,0.214,0.22,19.18752072083646,10.55645442437005,P,42.77777777777778,398,Plotter,FC1,P1,FC1-P1,USA Surveillance,USA,1.54e+19,36012595615.77984,,low,,455,YES,NO,PWR,43.449198348914464
276.6666666666667,0.301,0.6,1.563,0.013,0.202,0.14,18.68841982200271,10.80044713070281,W,116.6666666666667,401,Plotter,FC1,W1,FC1-W1,USA Surveillance,USA,4.88e+18,63160728522.76373,,low,,511,YES,NO,PWR,85.7792488607254
280.0,0.301,0.6,1.563,0.013,0.202,0.14,18.92788341033071,10.65675509667242,W,125.0,402,Plotter,FC1,W1,FC1-W1,USA Surveillance,USA,8.47e+18,45368570625.41993,,low,,511,YES,NO,PWR,95.91520114926715
285.0,0.07,0.69,0.66,0.01,0.23,0.18,19.00860017176192,11.09482021685573,F,8.333333333333334,412,Plotter,GIN,F2,GIN-F2,USA Surveillance,USA,1.02e+19,124399953167.0765,,low,,539.5145,YES,NO,PWR,25.430398322071007
284.4444444444445,0.07,0.69,0.66,0.01,0.23,0.18,19.22788670461367,10.89023100694105,F,-18.88888888888889,413,Plotter,GIN,F2,GIN-F2,USA Surveillance,USA,1.69e+19,77666012250.09007,,low,,539.5145,YES,NO,PWR,31.337180359861343
285.0,0.2,0.18,1.34,0.014,0.23,0.24,19.00860017176192,11.09482021685573,SRM,53.33333333333334,417,Plotter,GIN,SRM3,GIN-SRM3,USA Surveillance,USA,1.02e+19,124399953167.0765,,low,,,NO,NO,PWR,50.2824891919028
285.0,0.24,0.52,1.3,0.009,0.5,0.07,18.76863810124761,11.12370345863401,W,81.66666666666667,419,Plotter,GIN,W1,GIN-W1,USA Surveillance,USA,5.87e+18,132954627817.6415,,low,,507.109,YES,NO,PWR,62.2647263803364
282.7777777777778,0.24,0.52,1.3,0.009,0.5,0.07,19.76342799356294,10.78032154728078,W,121.0,423,Plotter,GIN,W1,GIN-W1,USA Surveillance,USA,5.8e+19,60300588034.69987,,low,,507.109,YES,NO,PWR,126.09585683037733
276.6666666666667,0.12,0.7,1.43,0.013,0.23,0.24,17.38021124171161,9.122133587265333,P,26.66666666666667,433,Plotter,HA1,P1,HA1-P1,USA Surveillance,USA,2.4e+17,1324748960.072066,,low,-51.94444444444444,,NO,YES,BWR,11.745674544193232
285.5555555555555,0.2,0.18,1.34,0.014,0.23,0.24,18.72427586960079,10.72304214268099,SRM,37.22222222222222,443,Plotter,HB2,SRM3,HB2-SRM3,USA Surveillance,USA,5.3e+18,52849653306.2743,,low,,,NO,NO,PWR,40.652671477971516
285.0,0.2,0.18,1.34,0.014,0.23,0.24,19.58771096501891,11.22736994722451,SRM,92.77777777777777,444,Plotter,HB2,SRM3,HB2-SRM3,USA Surveillance,USA,3.87e+19,168799030229.9435,,low,,,NO,NO,PWR,77.55568118707917
285.5555555555555,0.34,0.66,1.17,0.024,0.275,0.117,18.72427586960079,10.72304214268099,W,117.2222222222222,446,Plotter,HB2,W1,HB2-W1,USA Surveillance,USA,5.3e+18,52849653306.2743,,low,,442,YES,NO,PWR,86.29598635112657
277.7777777777778,0.09,0.64,1.38,0.012,0.29,0.2,17.15228834438306,8.874620464180126,P,-1.111111111111111,449,Plotter,HC1,P1,HC1-P1,USA Surveillance,USA,1.42e+17,749239152.9165453,,low,,483.322,YES,NO,PWR,5.234983874550493
275.5555555555555,0.149,0.441,1.3,0.014,0.22,0.22,18.69196510276736,10.25866004458842,P,46.11111111111111,455,Plotter,IP2,P2,IP2-P2,USA Surveillance,USA,4.92e+18,18140950762.80486,,low,,445,YES,NO,PWR,43.64005351890953
283.3333333333333,0.24,0.52,1.3,0.012,0.28,0.22,19.01703333929878,10.77786404286917,P,87.22222222222223,470,Plotter,IP3,P3,IP3-P3,USA Surveillance,USA,1.04e+19,59960333932.93668,,low,,458.86225,YES,NO,PWR,79.71985325516144
276.0,0.04,0.91,1.35,0.002,0.0,0.0,18.23044892137827,10.11394335230684,F,19.0,485,Plotter,JBF,F14,JBF-F14,Japan Surveillance,JAPAN,1.7e+18,13000000000.0,,low,,UN-SPEC,NO,NO,BWR,8.884994706686301
276.0,0.05,0.69,1.35,0.003,0.0,0.0,18.07918124604763,10.11394335230684,F,-1.0,488,Plotter,JBF,F15,JBF-F15,Japan Surveillance,JAPAN,1.2e+18,13000000000.0,,low,,UN-SPEC,NO,NO,BWR,8.890432225001721
276.0,0.01,0.96,1.35,0.004,0.0,0.0,18.11394335230684,10.11394335230684,F,12.0,493,Plotter,JBF,F3,JBF-F3,Japan Surveillance,JAPAN,1.3e+18,13000000000.0,,low,,UN-SPEC,NO,NO,BWR,6.171571372370466
276.0,0.02,0.89,1.35,0.003,0.0,0.0,17.91907809237608,10.11394335230684,F,12.0,496,Plotter,JBF,F5,JBF-F5,Japan Surveillance,JAPAN,8.3e+17,13000000000.0,,low,,UN-SPEC,NO,NO,BWR,4.486682363443174
276.0,0.03,0.68,1.35,0.005,0.0,0.0,17.82607480270083,9.146128035678238,F,13.0,498,Plotter,JBF,F6,JBF-F6,Japan Surveillance,JAPAN,6.7e+17,1400000000.0,,low,,UN-SPEC,NO,NO,BWR,3.9218079408772373
276.0,0.23,0.55,1.35,0.02,0.0,0.0,17.95424250943933,9.146128035678238,P,62.0,511,Plotter,JBP,P11,JBP-P11,Japan Surveillance,JAPAN,9e+17,1400000000.0,,low,,UN-SPEC,NO,NO,BWR,42.640154699371216
276.0,0.24,0.6,1.35,0.018,0.0,0.0,16.89762709129044,9.146128035678238,P,5.0,513,Plotter,JBP,P12,JBP-P12,Japan Surveillance,JAPAN,7.9e+16,1400000000.0,,low,,UN-SPEC,NO,NO,BWR,5.932138486679175
276.0,0.24,0.6,1.35,0.018,0.0,0.0,17.67209785793572,9.146128035678238,P,39.0,514,Plotter,JBP,P12,JBP-P12,Japan Surveillance,JAPAN,4.7e+17,1400000000.0,,low,,UN-SPEC,NO,NO,BWR,34.79930039749429
