temperature_C,wt_percent_Cu,wt_percent_Ni,wt_percent_Mn,wt_percent_P,wt_percent_Si,wt_percent_C,log(fluence_n_cm2),log(flux_n_cm2_sec),Product Form,Measured DT41J  [C],index,datatype,Short Plant ID,Matl / PF ID,alloy,PLOTTER-15 Set Name,Nation,fluence_n_cm2,flux_n_cm2_sec,delta_sigma_y_MPa,fluence_group,Measured Unirradiated Value  [C],Un-Irradiated YS  [MPa],YS(u) Known?,Unirradiated T Known?,Reactor Type,E900 Preds
287.7777777777778,0.174,0.665,1.465,0.01,0.186,0.219,18.91645394854993,10.7520663505966,SRM,66.11111111111111,136,Plotter,CC2,SRM1,CC2-SRM1,USA Surveillance,USA,8.25e+18,56502329128.7382,,low,,,NO,NO,PWR,59.44359690829813
287.2222222222222,0.21,0.06,1.167,0.013,0.143,0.115,19.29003461136252,10.74356380982559,W,43.88888888888889,138,Plotter,CC2,W1,CC2-W1,USA Surveillance,USA,1.95e+19,55406894595.28758,,low,,519,YES,NO,PWR,51.23890544903555
286.6666666666667,0.21,0.06,1.167,0.013,0.143,0.115,19.38738982633873,10.45513342564177,W,38.72222222222222,139,Plotter,CC2,W1,CC2-W1,USA Surveillance,USA,2.44e+19,28518943029.99837,,low,,519,YES,NO,PWR,55.7861379393107
280.0,0.14,0.49,1.4,0.009,0.25,0.24,19.07918124604763,10.88576944017869,P,54.44444444444444,142,Plotter,CK1,P1,CK1-P1,USA Surveillance,USA,1.2e+19,76872222990.94446,,low,,472,YES,NO,PWR,52.41669883531674
280.0,0.14,0.49,1.4,0.009,0.25,0.24,18.42651126136457,10.82390093347325,P,33.88888888888889,144,Plotter,CK1,P1,CK1-P1,USA Surveillance,USA,2.67e+18,66665468186.33972,,low,,470,YES,NO,PWR,32.75036792137111
280.0,0.14,0.49,1.4,0.009,0.25,0.24,18.91960102378411,10.87921517290216,P,58.33333333333334,145,Plotter,CK1,P1,CK1-P1,USA Surveillance,USA,8.31e+18,75720796375.02405,,low,,470,YES,NO,PWR,46.72648181115862
280.0,0.17,0.64,1.478,0.011,0.225,0.217,18.42651126136457,10.82390093347325,SRM,32.22222222222222,148,Plotter,CK1,SRM2,CK1-SRM2,USA Surveillance,USA,2.67e+18,66665468186.33972,,low,,,NO,NO,PWR,46.03888266304756
280.0,0.17,0.64,1.478,0.011,0.225,0.217,19.26481782300954,10.80364188040415,SRM,76.66666666666667,151,Plotter,CK1,SRM2,CK1-SRM2,USA Surveillance,USA,1.84e+19,63627063522.49381,,low,,,NO,NO,PWR,80.03587842839238
280.0,0.27,0.74,1.33,0.023,0.18,0.26,19.07918124604763,10.88576944017869,W,101.6666666666667,153,Plotter,CK1,W1,CK1-W1,USA Surveillance,USA,1.2e+19,76872222990.94446,,low,,463,YES,NO,PWR,120.30327392031371
280.0,0.27,0.74,1.33,0.023,0.18,0.26,19.26481782300954,10.80364188040415,W,60.0,154,Plotter,CK1,W1,CK1-W1,USA Surveillance,USA,1.84e+19,63627063522.49381,,low,,463,YES,NO,PWR,133.80161620260665
283.3333333333333,0.11,0.58,1.285,0.017,0.215,0.215,19.19865708695442,10.76233258800171,P,76.11111111111111,162,Plotter,CK2,P1,CK2-P1,USA Surveillance,USA,1.58e+19,57853892995.78297,,low,,462,YES,NO,PWR,48.41344783535049
291.6666666666667,0.06,0.55,1.32,0.005,0.22,0.23,19.07188200730613,10.90097754243504,P,25.94444444444444,172,Plotter,CL1,P1,CL1-P1,USA Surveillance,USA,1.18e+19,79611818172.0047,,low,-27.83333333333333,465,YES,YES,PWR,20.997035549498772
292.7777777777778,0.03,0.06,1.28,0.005,0.47,0.11,18.49554433754645,10.97554843154114,W,36.77777777777778,175,Plotter,CL1,W1,CL1-W1,USA Surveillance,USA,3.13e+18,94525379913.50777,,low,-47.22222222222222,500,YES,YES,PWR,7.201119925831074
262.1157321289414,0.09,0.65,1.27,0.01,0.31,0.169,19.59769518592551,11.00942347908318,F,103.2451045457058,191,Plotter,F43,F2,F43-F2,France Surveillance,FRANCE,3.96e+19,102193548387.0968,,low,,,NO,NO,PWR,86.58794474305003
292.2222222222222,0.04,0.22,1.33,0.004,0.17,0.19,18.50242711998443,11.04457912072797,W,-7.444444444444443,209,Plotter,CP1,W1,CP1-W1,USA Surveillance,USA,3.18e+18,110810042316.8916,,low,-54.5,607,YES,YES,PWR,8.18361523439149
293.3333333333333,0.065,0.62,1.36,0.014,0.25,0.22,18.50105926221775,11.04321126296129,P,13.0,211,Plotter,CP2,P1,CP2-P1,USA Surveillance,USA,3.17e+18,110461583064.3228,,low,-24.5,469,YES,YES,PWR,14.269595167632655
275.0,0.16,0.62,1.41,0.014,0.24,0.0,17.58206336291171,9.155336037465062,P,23.06,218,Plotter,CPR,P4,CPR-P4,USA Surveillance,USA,3.82e+17,1430000000.0,,low,,UN-SPEC,NO,NO,BWR,22.62738934091362
275.0,0.11,0.6,1.42,0.015,0.27,0.0,17.49276038902684,9.068185861746162,P,11.39,220,Plotter,CPR,P5,CPR-P5,USA Surveillance,USA,3.11e+17,1170000000.0,,low,,UN-SPEC,NO,NO,BWR,13.237168211972817
275.0,0.11,0.61,1.43,0.013,0.23,0.205,17.57287160220048,9.146128035678238,P,16.61,221,Plotter,CPR,PBWR2,CPR-PBWR2,USA Surveillance,USA,3.74e+17,1400000000.0,,low,,UN-SPEC,NO,NO,BWR,14.455022842521835
275.0,0.11,0.61,1.43,0.013,0.23,0.205,17.65705585285711,9.230448921378274,P,23.83,222,Plotter,CPR,PBWR2,CPR-PBWR2,USA Surveillance,USA,4.54e+17,1700000000.0,,low,,UN-SPEC,NO,NO,BWR,15.836708214142178
275.0,0.172,0.584,1.16,0.018,0.17,0.2,17.57749179983723,9.152288344383056,P,22.33,224,Plotter,CPR,PBWR4,CPR-PBWR4,USA Surveillance,USA,3.78e+17,1420000000.0,,low,,UN-SPEC,NO,NO,BWR,24.026571890993512
275.0,0.17,0.52,1.315,0.015,0.19,0.185,17.46686762035411,9.041392685158225,P,25.56,226,Plotter,CPR,PBWR5,CPR-PBWR5,USA Surveillance,USA,2.93e+17,1100000000.0,,low,,UN-SPEC,NO,NO,BWR,19.485161730721625
275.0,0.23,0.75,1.36,0.014,0.24,0.0,17.51719589794997,9.089905111439398,W,40.56,227,Plotter,CPR,W1,CPR-W1,USA Surveillance,USA,3.29e+17,1230000000.0,,low,,UN-SPEC,NO,NO,BWR,32.66837455016233
275.0,0.2,1.05,1.33,0.019,0.17,0.0,17.61066016308988,9.1846914308176,W,55.0,228,Plotter,CPR,W2,CPR-W2,USA Surveillance,USA,4.08e+17,1530000000.0,,low,,UN-SPEC,NO,NO,BWR,39.975113286134324
275.0,0.29,0.69,1.575,0.016,0.47,0.0,17.59879050676312,9.173186268412275,W,67.72,230,Plotter,CPR,W3,CPR-W3,USA Surveillance,USA,3.97e+17,1490000000.0,,low,,UN-SPEC,NO,NO,BWR,42.372208221067346
275.0,0.059,0.93,1.32,0.009,0.4,0.0,17.46686762035411,9.041392685158225,W,13.11,232,Plotter,CPR,W4,CPR-W4,USA Surveillance,USA,2.93e+17,1100000000.0,,low,,UN-SPEC,NO,NO,BWR,7.243669060438279
275.0,0.01,0.9,1.33,0.012,0.43,0.07,17.72098574415374,9.294466226161592,W,8.72,238,Plotter,CPR,WBWR1,CPR-WBWR1,USA Surveillance,USA,5.26e+17,1970000000.0,,low,,UN-SPEC,NO,NO,BWR,4.705401752833315
294.4444444444445,0.2,0.54,1.3,0.008,0.22,0.23,18.02118929906994,10.65315097240359,P,21.66666666666667,239,Plotter,CR3,P1,CR3-P1,USA Surveillance,USA,1.05e+18,44993623760.74704,,low,,478,YES,NO,PWR,30.405945864382513
291.6666666666667,0.17,0.64,1.478,0.011,0.225,0.217,18.81690383937566,10.7095711988631,SRM,45.55555555555556,243,Plotter,CR3,SRM2,CR3-SRM2,USA Surveillance,USA,6.56e+18,51235525963.91519,,low,,,NO,NO,PWR,51.496905421574155
291.6666666666667,0.41,0.1,1.65,0.021,1.0,0.08,18.81690383937566,10.7095711988631,W,62.77777777777778,245,Plotter,CR3,W1,CR3-W1,USA Surveillance,USA,6.56e+18,51235525963.91519,,low,,531,YES,NO,PWR,48.44808376320795
292.2222222222222,0.41,0.1,1.65,0.021,1.0,0.08,18.8750612633917,10.70047631478225,W,54.44444444444444,246,Plotter,CR3,W1,CR3-W1,USA Surveillance,USA,7.5e+18,50173721493.29839,,low,,531,YES,NO,PWR,50.0356397303888
291.1111111111111,0.41,0.1,1.65,0.021,1.0,0.08,19.03342375548695,10.82365402955631,W,65.55555555555556,247,Plotter,CR3,W1,CR3-W1,USA Surveillance,USA,1.08e+19,66627578487.28747,,low,,531,YES,NO,PWR,56.56244625955132
291.1111111111111,0.22,0.6,1.55,0.021,0.58,0.08,19.20139712432045,10.78824736026564,W,76.66666666666667,253,Plotter,CR3,WBW3,CR3-WBW3,USA Surveillance,USA,1.59e+19,61411168397.30292,,low,,,NO,NO,PWR,84.47055564742575
274.0,0.17,0.61,1.54,0.015,0.31,0.2,17.50785587169583,8.841359470454854,P,35.55555555555556,255,Plotter,CS1,P1,CS1-P1,Taiwan Surveillance,TAIWAN,3.22e+17,694000000.0,,low,-14.44444444444444,,NO,YES,BWR,22.596948328215426
280.5555555555555,0.1,0.2,1.42,0.01,0.26,0.2,18.66558099101795,10.74807548146541,P,21.11111111111111,257,Plotter,CTY,P1,CTY-P1,USA Surveillance,USA,4.63e+18,55985489721.88634,,low,,421.04,YES,NO,PWR,22.57029185078625
280.5555555555555,0.12,0.2,1.46,0.013,0.22,0.2,18.66558099101795,10.74807548146541,P,30.0,262,Plotter,CTY,P3,CTY-P3,USA Surveillance,USA,4.63e+18,55985489721.88634,,low,,,NO,NO,PWR,26.81237039549644
280.5555555555555,0.2,0.18,1.34,0.014,0.23,0.24,18.66558099101795,10.74807548146541,SRM,47.77777777777778,264,Plotter,CTY,SRM3,CTY-SRM3,USA Surveillance,USA,4.63e+18,55985489721.88634,,low,,,NO,NO,PWR,40.603808469574616
280.5555555555555,0.2,0.18,1.34,0.014,0.23,0.24,19.19033169817029,10.81193379722215,SRM,66.11111111111111,265,Plotter,CTY,SRM3,CTY-SRM3,USA Surveillance,USA,1.55e+19,64853556485.35567,,low,,,NO,NO,PWR,58.669200429891845
280.5555555555555,0.2,0.18,1.34,0.014,0.23,0.24,19.35793484700045,10.83679676329642,SRM,73.33333333333333,266,Plotter,CTY,SRM3,CTY-SRM3,USA Surveillance,USA,2.28e+19,68674698795.18071,,low,,,NO,NO,PWR,66.21821429462732
277.7777777777778,0.15,0.65,1.35,0.01,0.07,0.0,17.69019608002851,9.417890235626427,P,23.88888888888889,269,Plotter,DAC,PBWR1,DAC-PBWR1,USA Surveillance,USA,4.9e+17,2617521367.521368,,low,,,NO,NO,BWR,22.54072067999381
277.7777777777778,0.023,0.936,1.25,0.01,0.325,0.0,18.04139268515823,9.37497205738061,W,8.38888888888889,272,Plotter,DAC,WBWR4,DAC-WBWR4,USA Surveillance,USA,1.1e+18,2371221135.771811,,low,,,NO,NO,BWR,6.786073860148819
292.7777777777778,0.02,0.81,0.63,0.011,0.27,0.22,18.29225607135648,10.78484929265919,F,-6.111111111111111,274,Plotter,DB1,F2,DB1-F2,USA Surveillance,USA,1.96e+18,60932541458.99862,,low,,,NO,NO,PWR,4.098072137296995
292.7777777777778,0.02,0.81,0.63,0.011,0.27,0.22,18.77232170672292,10.86189539382432,F,-2.222222222222222,275,Plotter,DB1,F2,DB1-F2,USA Surveillance,USA,5.92e+18,72760452923.98694,,low,,,NO,NO,PWR,7.66744832020809
291.1111111111111,0.063,0.73,1.3,0.009,0.25,0.17,19.05690485133647,10.80955971463527,F,-3.911111111111107,278,Plotter,DB1,F3,DB1-F3,USA Surveillance,USA,1.14e+19,64500000000.0,,low,,,NO,NO,PWR,24.570521348811692
292.2222222222222,0.22,0.63,1.705,0.014,0.422,0.089,18.98317507203781,10.7479719628258,W,78.88888888888889,289,Plotter,DB1,W1,DB1-W1,USA Surveillance,USA,9.62e+18,55972146584.18629,,low,,,NO,NO,PWR,72.48812227181139
292.7777777777778,0.22,0.63,1.705,0.014,0.422,0.089,19.06445798922692,10.67022883625214,W,119.1444444444444,290,Plotter,DB1,W1,DB1-W1,USA Surveillance,USA,1.16e+19,46798166286.4719,,low,,,NO,NO,PWR,75.69772852382349
292.2222222222222,0.28,0.63,1.68,0.015,0.49,0.09,18.22530928172586,10.70946933549171,W,66.0611111111111,293,Plotter,DB1,W4,DB1-W4,USA Surveillance,USA,1.68e+18,51223510127.61971,,low,,,NO,NO,PWR,56.35132323622759
292.2222222222222,0.28,0.63,1.68,0.015,0.49,0.09,18.2405492482826,10.72470930204845,W,60.02222222222221,294,Plotter,DB1,W4,DB1-W4,USA Surveillance,USA,1.74e+18,53052921203.60612,,low,,,NO,NO,PWR,56.954862705730655
291.1111111111111,0.39,0.58,1.63,0.018,0.54,0.09,18.82151352840477,10.960720499864,W,76.11111111111111,297,Plotter,DB1,WBW2,DB1-WBW2,USA Surveillance,USA,6.63e+18,91352513227.51323,,low,,,NO,NO,PWR,81.32612463082478
283.3333333333333,0.081,0.481,1.445,0.01,0.225,0.235,19.02118929906994,10.75374459088695,P,25.0,301,Plotter,DC1,P1,DC1-P1,USA Surveillance,USA,1.05e+19,56721092986.29099,,low,,432,YES,NO,PWR,30.238380066864462
284.4444444444445,0.196,1.0,1.347,0.013,0.214,0.097,18.45178643552429,10.85606981558087,W,62.77777777777778,306,Plotter,DC1,W1,DC1-W1,USA Surveillance,USA,2.83e+18,71790969051.24303,,low,,506,YES,NO,PWR,64.98869220916367
285.0,0.14,0.662,1.255,0.009,0.164,0.237,18.95712819767681,10.95863450812304,P,54.44444444444444,314,Plotter,DC2,P1,DC2-P1,USA Surveillance,USA,9.06e+18,90914783345.85667,,low,,432,YES,NO,PWR,49.84697848795656
285.0,0.14,0.662,1.255,0.009,0.164,0.237,19.1846914308176,10.83585156619246,P,60.55555555555556,315,Plotter,DC2,P1,DC2-P1,USA Surveillance,USA,1.53e+19,68525397931.0167,,low,,432,YES,NO,PWR,58.110858469699636
287.0,0.05,0.76,1.34,0.011,0.22,0.23,19.48713837547719,11.14612803567824,F,31.5,322,Plotter,DO3,F1,DO3-F1,Belgium Surveillance,BELGIUM,3.07e+19,140000000000.0,,low,,UN-SPEC,NO,NO,PWR,36.57235421677468
287.0,0.05,0.76,1.34,0.011,0.22,0.23,20.07918124604763,11.14612803567824,F,83.1,324,Plotter,DO3,F1,DO3-F1,Belgium Surveillance,BELGIUM,1.2e+20,140000000000.0,,high,,UN-SPEC,NO,NO,PWR,72.92253259312892
287.0,0.051,0.98,1.17,0.015,0.125,0.054,19.13987908640124,11.14612803567824,W,6.4,325,Plotter,DO3,W1,DO3-W1,Belgium Surveillance,BELGIUM,1.38e+19,140000000000.0,,low,,UN-SPEC,NO,NO,PWR,31.148873731920027
287.0,0.051,0.98,1.17,0.015,0.125,0.054,19.3541084391474,11.14612803567824,W,29.6,326,Plotter,DO3,W1,DO3-W1,Belgium Surveillance,BELGIUM,2.26e+19,140000000000.0,,low,,UN-SPEC,NO,NO,PWR,39.43810256289376
295.0,0.05,0.74,1.4,0.007,0.27,0.2,19.44715803134222,11.14612803567824,F,29.6,330,Plotter,DO4,F1,DO4-F1,Belgium Surveillance,BELGIUM,2.8e+19,140000000000.0,,low,,UN-SPEC,NO,NO,PWR,29.687995402655808
285.5555555555555,0.19,0.465,1.19,0.008,0.25,0.197,16.07918124604763,8.778151250383644,P,-20.55555555555556,339,Plotter,DR2,P1,DR2-P1,USA Surveillance,USA,1.2e+16,600000000.0,,low,,,NO,NO,BWR,0.30153015174595166
276.1111111111111,0.133,0.537,1.645,0.008,0.253,0.247,16.43136376415899,8.508974664371701,P,0.0,347,Plotter,DR3,P1,DR3-P1,USA Surveillance,USA,2.7e+16,322830578.5123967,,low,-20.77777777777778,422.649,YES,YES,BWR,0.6846805151350542
284.4444444444445,0.1,0.56,1.4,0.015,0.28,0.2,18.79098847508882,11.21300062210582,P,37.77777777777778,362,Plotter,FA1,P1,FA1-P1,USA Surveillance,USA,6.18e+18,163305428716.3876,,low,,444,YES,NO,PWR,31.749914600623484
282.7777777777778,0.1,0.56,1.4,0.015,0.28,0.2,19.24303804868629,11.25286974791665,P,59.44444444444444,363,Plotter,FA1,P1,FA1-P1,USA Surveillance,USA,1.75e+19,179006890230.9291,,low,,444,YES,NO,PWR,46.470066540529025
284.4444444444445,0.1,0.56,1.4,0.015,0.28,0.2,18.79098847508882,11.21300062210582,P,40.0,366,Plotter,FA1,P1,FA1-P1,USA Surveillance,USA,6.18e+18,163305428716.3876,,low,,460,YES,NO,PWR,31.749914600623484
284.4444444444445,0.14,0.19,1.06,0.016,0.27,0.13,18.79098847508882,11.21300062210582,W,41.11111111111111,372,Plotter,FA1,W1,FA1-W1,USA Surveillance,USA,6.18e+18,163305428716.3876,,low,,538,YES,NO,PWR,30.510490185120233
282.7777777777778,0.14,0.19,1.06,0.016,0.27,0.13,19.24303804868629,11.25286974791665,W,39.44444444444444,373,Plotter,FA1,W1,FA1-W1,USA Surveillance,USA,1.75e+19,179006890230.9291,,low,,538,YES,NO,PWR,45.1053243978224
283.8888888888889,0.195,0.597,1.327,0.005,0.229,0.215,19.83250891270623,11.05472018890542,P,128.0,387,Plotter,FA2,P1,FA2-P1,USA Surveillance,USA,6.8e+19,113427977637.8744,,high,,483,YES,NO,PWR,112.3319032393044
284.4444444444445,0.03,0.9,0.937,0.004,0.324,0.139,18.78175537465247,11.23762578893044,W,-8.88888888888889,388,Plotter,FA2,W1,FA2-W1,USA Surveillance,USA,6.05e+18,172832650001.5998,,low,,483,YES,NO,PWR,12.900988464418113
283.8888888888889,0.03,0.9,0.937,0.004,0.324,0.139,19.83250891270623,11.05472018890542,W,38.0,393,Plotter,FA2,W1,FA2-W1,USA Surveillance,USA,6.8e+19,113427977637.8744,,high,,483,YES,NO,PWR,51.467485636750645
282.2222222222222,0.174,0.665,1.465,0.01,0.186,0.219,19.18752072083646,10.55645442437005,SRM,86.8111111111111,400,Plotter,FC1,SRM1,FC1-SRM1,USA Surveillance,USA,1.54e+19,36012595615.77984,,low,,,NO,NO,PWR,75.95406855724127
282.2222222222222,0.301,0.6,1.563,0.013,0.202,0.14,19.18752072083646,10.55645442437005,W,121.6666666666667,403,Plotter,FC1,W1,FC1-W1,USA Surveillance,USA,1.54e+19,36012595615.77984,,low,,511,YES,NO,PWR,110.6860420648758
